municipio,region,fecha,temperatura_minima,temperatura_maxima,temperatura_promedio,humedad,probabilidad_lluvia,lluvia_acumulada,velocidad_viento,radiacion_uv,condicion_climatica,altitud,temporada,riesgo_sequia,riesgo_exceso_humedad,riesgo_helada,recomendacion_riego
Minatitlan,Olmeca,2026-10-01,24.1,37.1,29.4,91.5,74.8,222.5,21.5,8.4,lluvia,20,lluvias,bajo,alto,bajo,mejorar drenaje y evitar riego adicional
Minatitlan,Olmeca,2026-11-01,20.5,30.5,24.7,76.3,39.6,45.6,15.3,4.4,nublado,20,seca,medio,bajo,bajo,mantener riego segun humedad del suelo
Minatitlan,Olmeca,2026-12-01,21.7,33.2,25.8,73.1,25.3,8.7,9.8,7.3,despejado,20,seca,medio,bajo,bajo,mantener riego segun humedad del suelo
Acayucan,Olmeca,2026-01-01,19.2,32.0,24.9,74.1,29.6,60.6,29.5,5.2,despejado,100,seca,bajo,bajo,bajo,mantener riego segun humedad del suelo
Acayucan,Olmeca,2026-02-01,20.5,29.2,24.9,72.2,31.1,57.6,10.5,7.5,despejado,100,seca,medio,bajo,bajo,mantener riego segun humedad del suelo
Acayucan,Olmeca,2026-03-01,21.6,32.1,26.3,74.0,33.6,27.3,18.5,7.7,despejado,100,seca,medio,bajo,bajo,mantener riego segun humedad del suelo
Acayucan,Olmeca,2026-04-01,24.2,35.6,29.2,71.8,19.9,15.3,26.9,8.5,despejado,100,seca,medio,bajo,bajo,mantener riego segun humedad del suelo
Acayucan,Olmeca,2026-05-01,22.6,35.3,28.7,89.8,58.8,105.9,29.8,10.1,nublado,100,lluvias,bajo,bajo,bajo,mantener riego segun humedad del suelo
Acayucan,Olmeca,2026-06-01,22.1,35.8,29.0,84.4,78.3,150.0,17.4,8.2,lluvia,100,lluvias,bajo,medio,bajo,mantener riego segun humedad del suelo
Acayucan,Olmeca,2026-07-01,24.1,37.2,30.5,86.8,67.4,249.8,27.9,9.2,lluvia,100,lluvias,bajo,alto,bajo,mejorar drenaje y evitar riego adicional
Acayucan,Olmeca,2026-08-01,24.1,34.7,29.2,89.5,76.1,208.1,12.3,5.5,lluvia,100,lluvias,bajo,medio,bajo,mantener riego segun humedad del suelo
Acayucan,Olmeca,2026-09-01,22.0,33.6,26.2,85.3,74.5,251.4,10.4,9.4,lluvia,100,lluvias,bajo,alto,bajo,mejorar drenaje y evitar riego adicional
Acayucan,Olmeca,2026-10-01,20.6,31.4,26.9,83.4,90.3,232.8,17.0,5.1,lluvia,100,lluvias,bajo,alto,bajo,mejorar drenaje y evitar riego adicional
Acayucan,Olmeca,2026-11-01,18.5,29.4,23.8,77.1,35.8,59.0,24.2,4.2,nublado,100,seca,medio,bajo,bajo,mantener riego segun humedad del suelo
Acayucan,Olmeca,2026-12-01,19.2,30.1,24.8,76.5,16.4,33.9,27.4,5.3,nublado,100,seca,medio,bajo,bajo,mantener riego segun humedad del suelo
Perote,Capital,2026-01-01,9.4,19.9,14.7,56.5,19.7,59.3,17.2,5.6,despejado,2400,seca,medio,bajo,bajo,mantener riego segun humedad del suelo
Perote,Capital,2026-02-01,6.9,18.3,11.7,55.0,37.7,67.8,29.0,5.8,despejado,2400,seca,bajo,bajo,medio,mantener riego segun humedad del suelo
Perote,Capital,2026-03-01,8.4,19.8,14.7,55.5,38.8,11.7,29.7,5.0,despejado,2400,seca,alto,bajo,medio,regar temprano y usar cobertura vegetal
Perote,Capital,2026-04-01,12.3,21.4,17.3,49.2,42.9,33.4,9.3,7.5,despejado,2400,seca,medio,bajo,bajo,mantener riego segun humedad del suelo
Perote,Capital,2026-05-01,9.0,23.2,15.8,64.7,94.8,133.9,23.6,9.5,lluvia,2400,lluvias,bajo,medio,bajo,mantener riego segun humedad del suelo
Perote,Capital,2026-06-01,13.8,25.0,18.2,69.3,66.5,117.7,18.8,4.0,despejado,2400,lluvias,bajo,bajo,bajo,mantener riego segun humedad del suelo
Perote,Capital,2026-07-01,11.5,23.8,17.7,69.3,65.2,108.1,10.7,6.0,despejado,2400,lluvias,bajo,bajo,bajo,mantener riego segun humedad del suelo
Perote,Capital,2026-08-01,13.2,23.0,18.6,65.2,56.9,144.7,29.7,8.2,lluvia,2400,lluvias,bajo,medio,bajo,mantener riego segun humedad del suelo
Perote,Capital,2026-09-01,8.9,20.7,14.2,63.4,75.6,97.7,13.8,6.9,despejado,2400,lluvias,bajo,bajo,medio,mantener riego segun humedad del suelo
Perote,Capital,2026-10-01,8.4,20.0,13.9,70.7,58.4,204.6,31.7,7.9,lluvia,2400,lluvias,bajo,medio,medio,mantener riego segun humedad del suelo
Perote,Capital,2026-11-01,10.0,18.8,14.7,53.4,23.8,30.4,26.9,4.7,despejado,2400,seca,medio,bajo,bajo,mantener riego segun humedad del suelo
Perote,Capital,2026-12-01,8.8,18.0,13.8,54.7,30.1,52.6,21.1,7.1,despejado,2400,seca,medio,bajo,medio,mantener riego segun humedad del suelo
Huatusco,Montanas,2026-01-01,11.8,24.9,17.7,74.6,36.2,16.4,9.5,6.9,despejado,1340,seca,medio,bajo,bajo,mantener riego segun humedad del suelo
Huatusco,Montanas,2026-02-01,11.8,23.7,15.9,70.4,16.7,34.7,20.4,7.9,despejado,1340,seca,medio,bajo,bajo,mantener riego segun humedad del suelo
Huatusco,Montanas,2026-03-01,13.3,25.5,18.4,77.5,15.1,40.3,28.8,6.3,nublado,1340,seca,medio,bajo,bajo,mantener riego segun humedad del suelo
Huatusco,Montanas,2026-04-01,15.7,27.9,22.4,78.9,19.7,13.1,31.4,7.5,nublado,1340,seca,medio,bajo,bajo,mantener riego segun humedad del suelo
Huatusco,Montanas,2026-05-01,16.4,26.9,22.6,89.2,92.0,177.1,22.5,9.8,lluvia,1340,lluvias,bajo,medio,bajo,mantener riego segun humedad del suelo
Huatusco,Montanas,2026-06-01,17.2,28.5,22.1,84.8,67.8,185.0,18.2,8.8,lluvia,1340,lluvias,bajo,medio,bajo,mantener riego segun humedad del suelo
Huatusco,Montanas,2026-07-01,14.0,26.1,21.0,92.7,56.7,153.0,31.5,10.6,lluvia,1340,lluvias,bajo,medio,bajo,mantener riego segun humedad del suelo
Huatusco,Montanas,2026-08-01,16.5,30.4,22.6,87.6,80.5,107.4,11.4,8.3,nublado,1340,lluvias,bajo,bajo,bajo,mantener riego segun humedad del suelo
Huatusco,Montanas,2026-09-01,15.4,26.0,20.5,84.7,56.4,223.9,21.6,8.2,lluvia,1340,lluvias,bajo,alto,bajo,mejorar drenaje y evitar riego adicional
Huatusco,Montanas,2026-10-01,14.7,26.6,20.4,87.7,93.0,207.0,17.6,8.5,lluvia,1340,lluvias,bajo,medio,bajo,mantener riego segun humedad del suelo
Huatusco,Montanas,2026-11-01,11.8,23.2,17.0,77.4,9.5,21.2,14.3,4.3,nublado,1340,seca,medio,bajo,bajo,mantener riego segun humedad del suelo
Huatusco,Montanas,2026-12-01,13.0,23.0,18.5,72.9,44.9,34.0,28.5,5.3,despejado,1340,seca,medio,bajo,bajo,mantener riego segun humedad del suelo
