municipio,region,tipo_cultivo,etapa_cultivo,temperatura,humedad_ambiental,probabilidad_lluvia,lluvia_acumulada,velocidad_viento,radiacion_uv,humedad_suelo,tipo_suelo,ultimo_riego,dias_desde_siembra,historial_plagas,temporada_ano,altitud_aproximada,requiere_riego,riesgo_plaga,riesgo_climatico,cultivo_recomendado_zona,prioridad_alerta,recomendacion_agricola
Coatepec,Capital,Lechuga,crecimiento,22.6,78.8,26.6,54.6,8.5,10.5,53.16,franco,1,72,alto,seca,1250,no,alto,bajo,Lechuga,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Coatepec,Capital,Papa,crecimiento,22.6,78.8,26.6,54.6,8.5,10.5,53.16,arenoso_franco,4,72,alto,seca,1250,si,alto,bajo,Papa,alta,Regar por la manana y verificar humedad del suelo.
Coatepec,Capital,Aguacate,crecimiento,22.6,78.8,26.6,54.6,8.5,10.5,53.16,franco,6,72,alto,seca,1250,si,alto,bajo,Aguacate,alta,Regar por la manana y verificar humedad del suelo.
Coatepec,Capital,Cilantro,crecimiento,22.6,78.8,26.6,54.6,8.5,10.5,53.16,franco,1,72,alto,seca,1250,no,alto,bajo,Cilantro,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Coatepec,Capital,Acelga,crecimiento,22.6,78.8,26.6,54.6,8.5,10.5,53.16,franco,2,72,alto,seca,1250,no,alto,bajo,Acelga,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Coatepec,Capital,Zanahoria,crecimiento,22.6,78.8,26.6,54.6,8.5,10.5,53.16,arenoso_franco,3,72,alto,seca,1250,no,alto,bajo,Zanahoria,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Coatepec,Capital,Cafe,crecimiento,20.9,88.1,88.3,240.0,10.1,7.4,92.0,franco_humifero,4,90,alto,lluvias,1250,no,alto,bajo,Cafe,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Coatepec,Capital,Tomate,crecimiento,20.9,88.1,88.3,240.0,10.1,7.4,92.0,franco,1,90,alto,lluvias,1250,no,alto,bajo,Tomate,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Coatepec,Capital,Lechuga,crecimiento,20.9,88.1,88.3,240.0,10.1,7.4,92.0,franco,1,90,alto,lluvias,1250,no,alto,bajo,Lechuga,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Coatepec,Capital,Papa,crecimiento,20.9,88.1,88.3,240.0,10.1,7.4,92.0,arenoso_franco,3,90,alto,lluvias,1250,no,alto,bajo,Papa,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Coatepec,Capital,Aguacate,crecimiento,20.9,88.1,88.3,240.0,10.1,7.4,92.0,franco,4,90,alto,lluvias,1250,no,alto,bajo,Aguacate,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Coatepec,Capital,Cilantro,crecimiento,20.9,88.1,88.3,240.0,10.1,7.4,92.0,franco,1,90,alto,lluvias,1250,no,alto,bajo,Cilantro,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Coatepec,Capital,Acelga,crecimiento,20.9,88.1,88.3,240.0,10.1,7.4,92.0,franco,1,90,alto,lluvias,1250,no,alto,bajo,Acelga,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Coatepec,Capital,Zanahoria,crecimiento,20.9,88.1,88.3,240.0,10.1,7.4,92.0,arenoso_franco,2,90,alto,lluvias,1250,no,alto,bajo,Zanahoria,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Coatepec,Capital,Cafe,floracion,21.2,92.7,85.4,106.4,14.4,10.1,75.35,franco_humifero,4,108,alto,lluvias,1250,no,alto,bajo,Cafe,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Coatepec,Capital,Tomate,floracion,21.2,92.7,85.4,106.4,14.4,10.1,75.35,franco,1,108,alto,lluvias,1250,no,alto,bajo,Tomate,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Coatepec,Capital,Lechuga,floracion,21.2,92.7,85.4,106.4,14.4,10.1,75.35,franco,1,108,alto,lluvias,1250,no,alto,bajo,Lechuga,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Coatepec,Capital,Papa,floracion,21.2,92.7,85.4,106.4,14.4,10.1,75.35,arenoso_franco,3,108,alto,lluvias,1250,no,alto,bajo,Papa,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Coatepec,Capital,Aguacate,floracion,21.2,92.7,85.4,106.4,14.4,10.1,75.35,franco,5,108,alto,lluvias,1250,no,alto,bajo,Aguacate,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Coatepec,Capital,Cilantro,floracion,21.2,92.7,85.4,106.4,14.4,10.1,75.35,franco,1,108,alto,lluvias,1250,no,alto,bajo,Cilantro,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Coatepec,Capital,Acelga,floracion,21.2,92.7,85.4,106.4,14.4,10.1,75.35,franco,1,108,alto,lluvias,1250,no,alto,bajo,Acelga,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Coatepec,Capital,Zanahoria,floracion,21.2,92.7,85.4,106.4,14.4,10.1,75.35,arenoso_franco,2,108,alto,lluvias,1250,no,alto,bajo,Zanahoria,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Coatepec,Capital,Cafe,floracion,23.3,90.4,63.5,164.8,31.9,8.5,85.05,franco_humifero,4,126,alto,lluvias,1250,no,alto,bajo,Cafe,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Coatepec,Capital,Tomate,floracion,23.3,90.4,63.5,164.8,31.9,8.5,85.05,franco,1,126,alto,lluvias,1250,no,alto,bajo,Tomate,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Coatepec,Capital,Lechuga,floracion,23.3,90.4,63.5,164.8,31.9,8.5,85.05,franco,1,126,alto,lluvias,1250,no,alto,bajo,Lechuga,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Coatepec,Capital,Papa,floracion,23.3,90.4,63.5,164.8,31.9,8.5,85.05,arenoso_franco,3,126,alto,lluvias,1250,no,alto,bajo,Papa,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Coatepec,Capital,Aguacate,floracion,23.3,90.4,63.5,164.8,31.9,8.5,85.05,franco,4,126,alto,lluvias,1250,no,alto,bajo,Aguacate,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Coatepec,Capital,Cilantro,floracion,23.3,90.4,63.5,164.8,31.9,8.5,85.05,franco,1,126,alto,lluvias,1250,no,alto,bajo,Cilantro,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Coatepec,Capital,Acelga,floracion,23.3,90.4,63.5,164.8,31.9,8.5,85.05,franco,1,126,alto,lluvias,1250,no,alto,bajo,Acelga,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Coatepec,Capital,Zanahoria,floracion,23.3,90.4,63.5,164.8,31.9,8.5,85.05,arenoso_franco,2,126,alto,lluvias,1250,no,alto,bajo,Zanahoria,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Coatepec,Capital,Cafe,fructificacion,21.5,86.2,75.7,167.3,13.5,5.5,84.03,franco_humifero,4,144,alto,lluvias,1250,no,alto,bajo,Cafe,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Coatepec,Capital,Tomate,fructificacion,21.5,86.2,75.7,167.3,13.5,5.5,84.03,franco,1,144,alto,lluvias,1250,no,alto,bajo,Tomate,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Coatepec,Capital,Lechuga,fructificacion,21.5,86.2,75.7,167.3,13.5,5.5,84.03,franco,1,144,alto,lluvias,1250,no,alto,bajo,Lechuga,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Coatepec,Capital,Papa,fructificacion,21.5,86.2,75.7,167.3,13.5,5.5,84.03,arenoso_franco,3,144,alto,lluvias,1250,no,alto,bajo,Papa,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Coatepec,Capital,Aguacate,fructificacion,21.5,86.2,75.7,167.3,13.5,5.5,84.03,franco,4,144,alto,lluvias,1250,no,alto,bajo,Aguacate,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Coatepec,Capital,Cilantro,fructificacion,21.5,86.2,75.7,167.3,13.5,5.5,84.03,franco,1,144,alto,lluvias,1250,no,alto,bajo,Cilantro,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Coatepec,Capital,Acelga,fructificacion,21.5,86.2,75.7,167.3,13.5,5.5,84.03,franco,1,144,alto,lluvias,1250,no,alto,bajo,Acelga,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Coatepec,Capital,Zanahoria,fructificacion,21.5,86.2,75.7,167.3,13.5,5.5,84.03,arenoso_franco,2,144,alto,lluvias,1250,no,alto,bajo,Zanahoria,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Coatepec,Capital,Cafe,siembra,22.0,87.3,80.2,106.7,13.7,8.7,73.51,franco_humifero,4,162,alto,lluvias,1250,no,alto,bajo,Cafe,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Coatepec,Capital,Tomate,siembra,22.0,87.3,80.2,106.7,13.7,8.7,73.51,franco,1,162,alto,lluvias,1250,no,alto,bajo,Tomate,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Coatepec,Capital,Lechuga,siembra,22.0,87.3,80.2,106.7,13.7,8.7,73.51,franco,1,162,alto,lluvias,1250,no,alto,bajo,Lechuga,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Coatepec,Capital,Papa,siembra,22.0,87.3,80.2,106.7,13.7,8.7,73.51,arenoso_franco,3,162,alto,lluvias,1250,no,alto,bajo,Papa,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Coatepec,Capital,Aguacate,siembra,22.0,87.3,80.2,106.7,13.7,8.7,73.51,franco,5,162,alto,lluvias,1250,no,alto,bajo,Aguacate,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Coatepec,Capital,Cilantro,siembra,22.0,87.3,80.2,106.7,13.7,8.7,73.51,franco,1,162,alto,lluvias,1250,no,alto,bajo,Cilantro,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Coatepec,Capital,Acelga,siembra,22.0,87.3,80.2,106.7,13.7,8.7,73.51,franco,1,162,alto,lluvias,1250,no,alto,bajo,Acelga,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Coatepec,Capital,Zanahoria,siembra,22.0,87.3,80.2,106.7,13.7,8.7,73.51,arenoso_franco,2,162,alto,lluvias,1250,no,alto,bajo,Zanahoria,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Coatepec,Capital,Cafe,siembra,20.8,94.4,60.3,130.3,27.4,5.3,80.24,franco_humifero,4,180,alto,lluvias,1250,no,alto,bajo,Cafe,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Coatepec,Capital,Tomate,siembra,20.8,94.4,60.3,130.3,27.4,5.3,80.24,franco,1,180,alto,lluvias,1250,no,alto,bajo,Tomate,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Coatepec,Capital,Lechuga,siembra,20.8,94.4,60.3,130.3,27.4,5.3,80.24,franco,1,180,alto,lluvias,1250,no,alto,bajo,Lechuga,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Coatepec,Capital,Papa,siembra,20.8,94.4,60.3,130.3,27.4,5.3,80.24,arenoso_franco,3,180,alto,lluvias,1250,no,alto,bajo,Papa,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Coatepec,Capital,Aguacate,siembra,20.8,94.4,60.3,130.3,27.4,5.3,80.24,franco,4,180,alto,lluvias,1250,no,alto,bajo,Aguacate,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Coatepec,Capital,Cilantro,siembra,20.8,94.4,60.3,130.3,27.4,5.3,80.24,franco,1,180,alto,lluvias,1250,no,alto,bajo,Cilantro,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Coatepec,Capital,Acelga,siembra,20.8,94.4,60.3,130.3,27.4,5.3,80.24,franco,1,180,alto,lluvias,1250,no,alto,bajo,Acelga,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Coatepec,Capital,Zanahoria,siembra,20.8,94.4,60.3,130.3,27.4,5.3,80.24,arenoso_franco,2,180,alto,lluvias,1250,no,alto,bajo,Zanahoria,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Coatepec,Capital,Cafe,siembra,17.9,75.2,22.2,11.3,31.6,3.5,44.1,franco_humifero,6,198,alto,seca,1250,si,alto,bajo,Cafe,alta,Regar por la manana y verificar humedad del suelo.
Coatepec,Capital,Tomate,siembra,17.9,75.2,22.2,11.3,31.6,3.5,44.1,franco,3,198,alto,seca,1250,no,alto,bajo,Tomate,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Coatepec,Capital,Lechuga,siembra,17.9,75.2,22.2,11.3,31.6,3.5,44.1,franco,2,198,alto,seca,1250,no,alto,bajo,Lechuga,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Coatepec,Capital,Papa,siembra,17.9,75.2,22.2,11.3,31.6,3.5,44.1,arenoso_franco,5,198,alto,seca,1250,no,alto,bajo,Papa,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Coatepec,Capital,Aguacate,siembra,17.9,75.2,22.2,11.3,31.6,3.5,44.1,franco,6,198,alto,seca,1250,si,alto,bajo,Aguacate,alta,Regar por la manana y verificar humedad del suelo.
Coatepec,Capital,Cilantro,siembra,17.9,75.2,22.2,11.3,31.6,3.5,44.1,franco,2,198,alto,seca,1250,no,alto,bajo,Cilantro,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Coatepec,Capital,Acelga,siembra,17.9,75.2,22.2,11.3,31.6,3.5,44.1,franco,3,198,alto,seca,1250,no,alto,bajo,Acelga,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Coatepec,Capital,Zanahoria,siembra,17.9,75.2,22.2,11.3,31.6,3.5,44.1,arenoso_franco,4,198,alto,seca,1250,no,alto,bajo,Zanahoria,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Coatepec,Capital,Cafe,siembra,17.1,79.6,18.6,31.2,18.1,4.4,49.23,franco_humifero,5,216,alto,seca,1250,no,alto,bajo,Cafe,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Coatepec,Capital,Tomate,siembra,17.1,79.6,18.6,31.2,18.1,4.4,49.23,franco,2,216,alto,seca,1250,no,alto,bajo,Tomate,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Coatepec,Capital,Lechuga,siembra,17.1,79.6,18.6,31.2,18.1,4.4,49.23,franco,1,216,alto,seca,1250,no,alto,bajo,Lechuga,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Coatepec,Capital,Papa,siembra,17.1,79.6,18.6,31.2,18.1,4.4,49.23,arenoso_franco,4,216,alto,seca,1250,no,alto,bajo,Papa,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Coatepec,Capital,Aguacate,siembra,17.1,79.6,18.6,31.2,18.1,4.4,49.23,franco,6,216,alto,seca,1250,no,alto,bajo,Aguacate,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Coatepec,Capital,Cilantro,siembra,17.1,79.6,18.6,31.2,18.1,4.4,49.23,franco,1,216,alto,seca,1250,no,alto,bajo,Cilantro,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Coatepec,Capital,Acelga,siembra,17.1,79.6,18.6,31.2,18.1,4.4,49.23,franco,2,216,alto,seca,1250,no,alto,bajo,Acelga,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Coatepec,Capital,Zanahoria,siembra,17.1,79.6,18.6,31.2,18.1,4.4,49.23,arenoso_franco,3,216,alto,seca,1250,no,alto,bajo,Zanahoria,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Cordoba,Montanas,Cana de azucar,siembra,21.3,73.4,41.9,21.2,32.0,7.2,45.26,franco_arcilloso,8,18,alto,seca,860,si,alto,bajo,Cana de azucar,alta,Regar por la manana y verificar humedad del suelo.
Cordoba,Montanas,Fresa,siembra,21.3,73.4,41.9,21.2,32.0,7.2,45.26,franco_humifero,3,18,alto,seca,860,no,alto,bajo,Fresa,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Cordoba,Montanas,Chayote,siembra,21.3,73.4,41.9,21.2,32.0,7.2,45.26,franco_humifero,4,18,alto,seca,860,no,alto,bajo,Chayote,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Cordoba,Montanas,Cana de azucar,siembra,18.8,77.5,42.1,68.0,17.6,3.3,55.12,franco_arcilloso,7,36,alto,seca,860,no,alto,bajo,Cana de azucar,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Cordoba,Montanas,Fresa,siembra,18.8,77.5,42.1,68.0,17.6,3.3,55.12,franco_humifero,2,36,alto,seca,860,no,alto,bajo,Fresa,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Cordoba,Montanas,Chayote,siembra,18.8,77.5,42.1,68.0,17.6,3.3,55.12,franco_humifero,3,36,alto,seca,860,no,alto,bajo,Chayote,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Cordoba,Montanas,Cana de azucar,crecimiento,23.5,71.7,44.4,29.6,31.0,11.0,46.17,franco_arcilloso,8,54,alto,seca,860,si,alto,bajo,Cana de azucar,alta,Regar por la manana y verificar humedad del suelo.
Cordoba,Montanas,Fresa,crecimiento,23.5,71.7,44.4,29.6,31.0,11.0,46.17,franco_humifero,2,54,alto,seca,860,no,alto,bajo,Fresa,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Cordoba,Montanas,Chayote,crecimiento,23.5,71.7,44.4,29.6,31.0,11.0,46.17,franco_humifero,3,54,alto,seca,860,si,alto,bajo,Chayote,alta,Regar por la manana y verificar humedad del suelo.
Cordoba,Montanas,Cana de azucar,crecimiento,23.8,70.5,33.7,41.1,21.0,9.2,47.82,franco_arcilloso,8,72,alto,seca,860,si,alto,bajo,Cana de azucar,alta,Regar por la manana y verificar humedad del suelo.
Cordoba,Montanas,Fresa,crecimiento,23.8,70.5,33.7,41.1,21.0,9.2,47.82,franco_humifero,2,72,alto,seca,860,no,alto,bajo,Fresa,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Cordoba,Montanas,Chayote,crecimiento,23.8,70.5,33.7,41.1,21.0,9.2,47.82,franco_humifero,3,72,alto,seca,860,si,alto,bajo,Chayote,alta,Regar por la manana y verificar humedad del suelo.
Cordoba,Montanas,Cana de azucar,crecimiento,25.8,88.0,78.4,104.4,9.9,5.3,73.34,franco_arcilloso,7,90,alto,lluvias,860,no,alto,bajo,Cana de azucar,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Cordoba,Montanas,Fresa,crecimiento,25.8,88.0,78.4,104.4,9.9,5.3,73.34,franco_humifero,1,90,alto,lluvias,860,no,alto,bajo,Fresa,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Cordoba,Montanas,Chayote,crecimiento,25.8,88.0,78.4,104.4,9.9,5.3,73.34,franco_humifero,2,90,alto,lluvias,860,no,alto,bajo,Chayote,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Cordoba,Montanas,Cana de azucar,floracion,23.1,85.4,82.0,193.2,22.3,8.3,88.42,franco_arcilloso,6,108,alto,lluvias,860,no,alto,bajo,Cana de azucar,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Cordoba,Montanas,Fresa,floracion,23.1,85.4,82.0,193.2,22.3,8.3,88.42,franco_humifero,1,108,alto,lluvias,860,no,alto,bajo,Fresa,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Cordoba,Montanas,Chayote,floracion,23.1,85.4,82.0,193.2,22.3,8.3,88.42,franco_humifero,2,108,alto,lluvias,860,no,alto,bajo,Chayote,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Cordoba,Montanas,Cana de azucar,floracion,26.1,88.2,78.3,164.2,13.7,6.8,84.18,franco_arcilloso,6,126,alto,lluvias,860,no,alto,bajo,Cana de azucar,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Cordoba,Montanas,Fresa,floracion,26.1,88.2,78.3,164.2,13.7,6.8,84.18,franco_humifero,1,126,alto,lluvias,860,no,alto,bajo,Fresa,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Cordoba,Montanas,Chayote,floracion,26.1,88.2,78.3,164.2,13.7,6.8,84.18,franco_humifero,2,126,alto,lluvias,860,no,alto,bajo,Chayote,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Cordoba,Montanas,Cana de azucar,fructificacion,25.4,86.2,67.0,205.8,32.0,11.0,90.96,franco_arcilloso,6,144,alto,lluvias,860,no,alto,bajo,Cana de azucar,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Cordoba,Montanas,Fresa,fructificacion,25.4,86.2,67.0,205.8,32.0,11.0,90.96,franco_humifero,1,144,alto,lluvias,860,no,alto,bajo,Fresa,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Cordoba,Montanas,Chayote,fructificacion,25.4,86.2,67.0,205.8,32.0,11.0,90.96,franco_humifero,2,144,alto,lluvias,860,no,alto,bajo,Chayote,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Cordoba,Montanas,Cana de azucar,siembra,24.1,85.7,63.5,107.1,16.9,5.1,73.02,franco_arcilloso,7,162,alto,lluvias,860,no,alto,bajo,Cana de azucar,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Cordoba,Montanas,Fresa,siembra,24.1,85.7,63.5,107.1,16.9,5.1,73.02,franco_humifero,1,162,alto,lluvias,860,no,alto,bajo,Fresa,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Cordoba,Montanas,Chayote,siembra,24.1,85.7,63.5,107.1,16.9,5.1,73.02,franco_humifero,2,162,alto,lluvias,860,no,alto,bajo,Chayote,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Cordoba,Montanas,Cana de azucar,siembra,24.3,89.1,83.1,232.6,27.6,6.1,92.0,franco_arcilloso,6,180,alto,lluvias,860,no,alto,bajo,Cana de azucar,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Cordoba,Montanas,Fresa,siembra,24.3,89.1,83.1,232.6,27.6,6.1,92.0,franco_humifero,1,180,alto,lluvias,860,no,alto,bajo,Fresa,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Cordoba,Montanas,Chayote,siembra,24.3,89.1,83.1,232.6,27.6,6.1,92.0,franco_humifero,2,180,alto,lluvias,860,no,alto,bajo,Chayote,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Cordoba,Montanas,Cana de azucar,siembra,18.6,70.3,42.6,48.1,14.5,6.0,49.01,franco_arcilloso,8,198,alto,seca,860,si,alto,bajo,Cana de azucar,alta,Regar por la manana y verificar humedad del suelo.
Cordoba,Montanas,Fresa,siembra,18.6,70.3,42.6,48.1,14.5,6.0,49.01,franco_humifero,2,198,alto,seca,860,no,alto,bajo,Fresa,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Cordoba,Montanas,Chayote,siembra,18.6,70.3,42.6,48.1,14.5,6.0,49.01,franco_humifero,3,198,alto,seca,860,no,alto,bajo,Chayote,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Cordoba,Montanas,Cana de azucar,siembra,19.2,75.3,13.1,51.6,28.3,3.5,51.39,franco_arcilloso,8,216,alto,seca,860,si,alto,bajo,Cana de azucar,alta,Regar por la manana y verificar humedad del suelo.
Cordoba,Montanas,Fresa,siembra,19.2,75.3,13.1,51.6,28.3,3.5,51.39,franco_humifero,2,216,alto,seca,860,no,alto,bajo,Fresa,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Cordoba,Montanas,Chayote,siembra,19.2,75.3,13.1,51.6,28.3,3.5,51.39,franco_humifero,3,216,alto,seca,860,no,alto,bajo,Chayote,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Orizaba,Montanas,Cana de azucar,siembra,19.0,68.0,16.1,32.5,25.8,5.8,45.4,franco_arcilloso,8,18,alto,seca,1236,si,alto,bajo,Cana de azucar,alta,Regar por la manana y verificar humedad del suelo.
Orizaba,Montanas,Fresa,siembra,19.0,68.0,16.1,32.5,25.8,5.8,45.4,franco_humifero,2,18,alto,seca,1236,no,alto,bajo,Fresa,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Orizaba,Montanas,Chayote,siembra,19.0,68.0,16.1,32.5,25.8,5.8,45.4,franco_humifero,3,18,alto,seca,1236,no,alto,bajo,Chayote,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Orizaba,Montanas,Cana de azucar,siembra,19.4,68.8,5.4,32.8,28.0,5.9,45.73,franco_arcilloso,8,36,alto,seca,1236,si,alto,bajo,Cana de azucar,alta,Regar por la manana y verificar humedad del suelo.
Orizaba,Montanas,Fresa,siembra,19.4,68.8,5.4,32.8,28.0,5.9,45.73,franco_humifero,2,36,alto,seca,1236,no,alto,bajo,Fresa,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Orizaba,Montanas,Chayote,siembra,19.4,68.8,5.4,32.8,28.0,5.9,45.73,franco_humifero,3,36,alto,seca,1236,no,alto,bajo,Chayote,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Orizaba,Montanas,Cana de azucar,crecimiento,21.9,71.1,10.1,14.6,29.6,5.5,43.26,franco_arcilloso,8,54,alto,seca,1236,si,alto,bajo,Cana de azucar,alta,Regar por la manana y verificar humedad del suelo.
Orizaba,Montanas,Fresa,crecimiento,21.9,71.1,10.1,14.6,29.6,5.5,43.26,franco_humifero,3,54,alto,seca,1236,no,alto,bajo,Fresa,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Orizaba,Montanas,Chayote,crecimiento,21.9,71.1,10.1,14.6,29.6,5.5,43.26,franco_humifero,4,54,alto,seca,1236,no,alto,bajo,Chayote,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Orizaba,Montanas,Cana de azucar,crecimiento,23.9,75.8,9.1,21.2,11.7,10.5,46.1,franco_arcilloso,8,72,alto,seca,1236,si,alto,bajo,Cana de azucar,alta,Regar por la manana y verificar humedad del suelo.
Orizaba,Montanas,Fresa,crecimiento,23.9,75.8,9.1,21.2,11.7,10.5,46.1,franco_humifero,3,72,alto,seca,1236,si,alto,bajo,Fresa,alta,Regar por la manana y verificar humedad del suelo.
Orizaba,Montanas,Chayote,crecimiento,23.9,75.8,9.1,21.2,11.7,10.5,46.1,franco_humifero,4,72,alto,seca,1236,si,alto,bajo,Chayote,alta,Regar por la manana y verificar humedad del suelo.
Orizaba,Montanas,Cana de azucar,crecimiento,23.9,90.1,94.0,237.7,16.0,10.5,92.0,franco_arcilloso,6,90,alto,lluvias,1236,no,alto,bajo,Cana de azucar,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Orizaba,Montanas,Fresa,crecimiento,23.9,90.1,94.0,237.7,16.0,10.5,92.0,franco_humifero,1,90,alto,lluvias,1236,no,alto,bajo,Fresa,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Orizaba,Montanas,Chayote,crecimiento,23.9,90.1,94.0,237.7,16.0,10.5,92.0,franco_humifero,2,90,alto,lluvias,1236,no,alto,bajo,Chayote,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
Orizaba,Montanas,Cana de azucar,floracion,21.7,90.1,89.6,227.4,28.9,10.0,92.0,franco_arcilloso,6,108,alto,lluvias,1236,no,alto,bajo,Cana de azucar,alta,Revisar enves de hojas y aplicar manejo integrado de plagas.
